,landing_page,purchased,inter,old_page
2396,new_page,0,1,0
2397,new_page,0,1,0
2398,old_page,0,1,1
2399,old_page,0,1,1
2400,new_page,1,1,0
2401,old_page,0,1,1
2402,old_page,1,1,1
2403,old_page,0,1,1
2404,old_page,0,1,1
2405,new_page,1,1,0
2406,old_page,0,1,1
2407,new_page,1,1,0
2408,old_page,1,1,1
2409,new_page,1,1,0
2410,old_page,0,1,1
2411,old_page,0,1,1
2412,old_page,0,1,1
2413,old_page,0,1,1
2414,new_page,0,1,0
2415,old_page,0,1,1
2416,old_page,1,1,1
2417,new_page,0,1,0
2418,new_page,1,1,0
2419,old_page,0,1,1
2420,new_page,0,1,0
2421,old_page,1,1,1
2422,old_page,1,1,1
2423,new_page,0,1,0
2424,new_page,0,1,0
2425,new_page,0,1,0
2426,new_page,0,1,0
2427,old_page,1,1,1
2428,old_page,0,1,1
2429,old_page,0,1,1
2430,new_page,0,1,0
2431,new_page,1,1,0
2432,old_page,0,1,1
2433,old_page,0,1,1
2434,old_page,1,1,1
2435,new_page,1,1,0
2436,old_page,0,1,1
2437,new_page,0,1,0
2438,old_page,0,1,1
2439,old_page,0,1,1
2440,old_page,0,1,1
2441,new_page,0,1,0
2442,old_page,0,1,1
2443,old_page,1,1,1
2444,old_page,0,1,1
2445,old_page,1,1,1
2446,new_page,0,1,0
2447,old_page,0,1,1
2448,old_page,0,1,1
2449,new_page,0,1,0
2450,old_page,0,1,1
2451,old_page,0,1,1
2452,old_page,1,1,1
2453,old_page,0,1,1
2454,new_page,0,1,0
2455,new_page,1,1,0
2456,new_page,0,1,0
2457,new_page,1,1,0
2458,old_page,1,1,1
2459,old_page,1,1,1
2460,old_page,0,1,1
2461,new_page,1,1,0
2462,new_page,1,1,0
2463,old_page,0,1,1
2464,new_page,0,1,0
2465,old_page,1,1,1
2466,new_page,1,1,0
2467,new_page,0,1,0
2468,new_page,0,1,0
2469,old_page,0,1,1
2470,old_page,0,1,1
2471,old_page,1,1,1
2472,old_page,0,1,1
2473,old_page,1,1,1
2474,new_page,0,1,0
2475,new_page,1,1,0
2476,new_page,1,1,0
2477,old_page,1,1,1
2478,old_page,1,1,1
2479,new_page,1,1,0
2480,new_page,1,1,0
2481,new_page,0,1,0
2482,new_page,0,1,0
2483,new_page,0,1,0
2484,old_page,0,1,1
2485,old_page,1,1,1
2486,new_page,0,1,0
2487,new_page,0,1,0
2488,new_page,0,1,0
2489,old_page,0,1,1
2490,old_page,0,1,1
2491,old_page,0,1,1
2492,new_page,0,1,0
2493,new_page,0,1,0
2494,new_page,0,1,0
2495,old_page,1,1,1
2496,old_page,1,1,1
2497,new_page,0,1,0
2498,new_page,0,1,0
2499,new_page,0,1,0
2500,old_page,1,1,1
2501,new_page,0,1,0
2502,old_page,0,1,1
2503,new_page,0,1,0
2504,old_page,0,1,1
2505,new_page,0,1,0
2506,old_page,1,1,1
2507,old_page,0,1,1
2508,old_page,0,1,1
2509,new_page,0,1,0
2510,old_page,0,1,1
2511,old_page,0,1,1
2512,new_page,0,1,0
2513,new_page,0,1,0
2514,old_page,0,1,1
2515,old_page,0,1,1
2516,new_page,0,1,0
2517,old_page,0,1,1
2518,old_page,0,1,1
2519,old_page,0,1,1
2520,old_page,1,1,1
2521,new_page,1,1,0
2522,new_page,1,1,0
2523,new_page,0,1,0
2524,old_page,0,1,1
2525,new_page,0,1,0
2526,old_page,0,1,1
2527,old_page,0,1,1
2528,old_page,0,1,1
2529,new_page,0,1,0
2530,new_page,0,1,0
2531,old_page,0,1,1
2532,new_page,1,1,0
2533,old_page,0,1,1
2534,new_page,0,1,0
2535,old_page,1,1,1
2536,old_page,0,1,1
2537,new_page,0,1,0
2538,new_page,0,1,0
2539,old_page,1,1,1
2540,old_page,0,1,1
2541,new_page,0,1,0
2542,new_page,1,1,0
2543,old_page,0,1,1
2544,new_page,0,1,0
2545,old_page,0,1,1
2546,new_page,0,1,0
2547,new_page,0,1,0
2548,old_page,1,1,1
2549,new_page,0,1,0
2550,old_page,0,1,1
2551,old_page,0,1,1
2552,new_page,0,1,0
2553,old_page,0,1,1
2554,new_page,0,1,0
2555,old_page,0,1,1
2556,new_page,0,1,0
2557,new_page,0,1,0
2558,old_page,0,1,1
2559,old_page,0,1,1
2560,old_page,0,1,1
2561,old_page,0,1,1
2562,old_page,0,1,1
2563,new_page,1,1,0
2564,old_page,1,1,1
2565,new_page,0,1,0
2566,old_page,1,1,1
2567,new_page,0,1,0
2568,old_page,0,1,1
2569,old_page,1,1,1
2570,new_page,1,1,0
2571,new_page,1,1,0
2572,new_page,1,1,0
2573,new_page,0,1,0
2574,old_page,1,1,1
2575,old_page,0,1,1
2576,new_page,1,1,0
2577,old_page,0,1,1
2578,old_page,0,1,1
2579,old_page,0,1,1
2580,new_page,1,1,0
2581,new_page,0,1,0
2582,new_page,1,1,0
2583,old_page,0,1,1
2584,new_page,0,1,0
2585,new_page,0,1,0
2586,new_page,0,1,0
2587,old_page,1,1,1
2588,old_page,0,1,1
2589,old_page,0,1,1
2590,old_page,0,1,1
2591,new_page,1,1,0
2592,old_page,0,1,1
2593,new_page,0,1,0
2594,new_page,0,1,0
2595,old_page,0,1,1
2596,old_page,0,1,1
2597,new_page,0,1,0
2598,old_page,0,1,1
2599,new_page,0,1,0
2600,old_page,0,1,1
2601,old_page,0,1,1
2602,old_page,0,1,1
2603,new_page,0,1,0
2604,new_page,1,1,0
2605,old_page,0,1,1
2606,new_page,0,1,0
2607,new_page,1,1,0
2608,old_page,0,1,1
2609,new_page,1,1,0
2610,new_page,0,1,0
2611,new_page,0,1,0
2612,new_page,0,1,0
2613,new_page,0,1,0
2614,old_page,0,1,1
2615,new_page,0,1,0
2616,new_page,0,1,0
2617,new_page,0,1,0
2618,old_page,1,1,1
2619,new_page,0,1,0
2620,new_page,1,1,0
2621,old_page,0,1,1
2622,new_page,0,1,0
2623,old_page,0,1,1
2624,new_page,0,1,0
2625,new_page,0,1,0
2626,new_page,0,1,0
2627,new_page,0,1,0
2628,old_page,0,1,1
2629,old_page,0,1,1
2630,old_page,0,1,1
2631,old_page,0,1,1
2632,old_page,0,1,1
2633,new_page,0,1,0
2634,new_page,0,1,0
2635,old_page,0,1,1
2636,new_page,0,1,0
2637,new_page,0,1,0
2638,old_page,1,1,1
2639,new_page,0,1,0
2640,new_page,1,1,0
2641,new_page,1,1,0
2642,old_page,1,1,1
2643,old_page,0,1,1
2644,old_page,0,1,1
2645,old_page,1,1,1
2646,old_page,1,1,1
2647,new_page,1,1,0
2648,new_page,0,1,0
2649,old_page,0,1,1
2650,new_page,0,1,0
2651,old_page,1,1,1
2652,new_page,0,1,0
2653,old_page,0,1,1
2654,new_page,0,1,0
2655,new_page,0,1,0
2656,old_page,0,1,1
2657,old_page,0,1,1
2658,old_page,1,1,1
2659,old_page,0,1,1
2660,old_page,1,1,1
2661,new_page,0,1,0
2662,new_page,1,1,0
2663,old_page,0,1,1
2664,new_page,0,1,0
2665,old_page,1,1,1
2666,old_page,0,1,1
2667,new_page,0,1,0
2668,new_page,0,1,0
2669,old_page,0,1,1
2670,new_page,0,1,0
2671,new_page,1,1,0
2672,new_page,0,1,0
2673,old_page,0,1,1
2674,new_page,0,1,0
2675,new_page,1,1,0
2676,old_page,0,1,1
2677,old_page,1,1,1
2678,new_page,0,1,0
2679,old_page,1,1,1
2680,old_page,0,1,1
2681,old_page,0,1,1
2682,old_page,1,1,1
2683,old_page,0,1,1
2684,old_page,0,1,1
2685,old_page,0,1,1
2686,old_page,0,1,1
2687,new_page,1,1,0
2688,new_page,0,1,0
2689,new_page,1,1,0
2690,old_page,1,1,1
2691,new_page,0,1,0
2692,new_page,0,1,0
2693,old_page,1,1,1
2694,new_page,0,1,0
2695,new_page,1,1,0
2696,old_page,0,1,1
2697,old_page,1,1,1
2698,new_page,0,1,0
2699,old_page,0,1,1
2700,new_page,1,1,0
2701,new_page,0,1,0
2702,new_page,0,1,0
2703,old_page,1,1,1
2704,old_page,0,1,1
2705,old_page,0,1,1
2706,new_page,1,1,0
2707,old_page,0,1,1
2708,old_page,0,1,1
2709,old_page,0,1,1
2710,old_page,0,1,1
2711,old_page,1,1,1
2712,old_page,0,1,1
2713,new_page,0,1,0
2714,new_page,0,1,0
2715,old_page,0,1,1
2716,old_page,0,1,1
2717,new_page,0,1,0
2718,new_page,0,1,0
2719,old_page,0,1,1
2720,old_page,1,1,1
2721,old_page,0,1,1
2722,new_page,1,1,0
2723,new_page,1,1,0
2724,old_page,0,1,1
2725,old_page,0,1,1
2726,old_page,1,1,1
2727,old_page,1,1,1
2728,old_page,0,1,1
2729,new_page,1,1,0
2730,new_page,0,1,0
2731,old_page,1,1,1
2732,new_page,0,1,0
2733,old_page,0,1,1
2734,old_page,0,1,1
2735,new_page,1,1,0
2736,old_page,1,1,1
2737,new_page,1,1,0
2738,old_page,0,1,1
2739,new_page,1,1,0
2740,old_page,1,1,1
2741,new_page,0,1,0
2742,new_page,0,1,0
2743,new_page,0,1,0
2744,new_page,0,1,0
2745,old_page,0,1,1
2746,old_page,0,1,1
2747,new_page,1,1,0
2748,new_page,0,1,0
2749,old_page,0,1,1
2750,old_page,0,1,1
2751,new_page,1,1,0
2752,old_page,1,1,1
2753,new_page,0,1,0
2754,old_page,0,1,1
2755,new_page,0,1,0
2756,new_page,0,1,0
2757,old_page,1,1,1
2758,old_page,1,1,1
2759,new_page,0,1,0
2760,new_page,1,1,0
2761,new_page,0,1,0
2762,new_page,1,1,0
2763,new_page,0,1,0
2764,old_page,0,1,1
2765,new_page,0,1,0
2766,new_page,0,1,0
2767,new_page,0,1,0
2768,new_page,0,1,0
2769,new_page,0,1,0
2770,new_page,0,1,0
2771,old_page,1,1,1
2772,old_page,1,1,1
2773,old_page,0,1,1
2774,old_page,0,1,1
2775,new_page,0,1,0
2776,old_page,1,1,1
2777,new_page,0,1,0
2778,old_page,0,1,1
2779,new_page,0,1,0
2780,new_page,0,1,0
2781,old_page,0,1,1
2782,old_page,0,1,1
2783,new_page,1,1,0
2784,new_page,0,1,0
2785,new_page,1,1,0
2786,old_page,0,1,1
2787,new_page,0,1,0
2788,old_page,0,1,1
2789,old_page,0,1,1
2790,old_page,0,1,1
2791,new_page,1,1,0
2792,new_page,0,1,0
2793,new_page,0,1,0
2794,new_page,1,1,0
2795,new_page,1,1,0
2796,new_page,0,1,0
2797,new_page,1,1,0
2798,old_page,0,1,1
2799,old_page,1,1,1
2800,new_page,1,1,0
2801,new_page,1,1,0
2802,old_page,1,1,1
2803,new_page,0,1,0
2804,old_page,0,1,1
2805,new_page,0,1,0
2806,old_page,0,1,1
2807,old_page,0,1,1
2808,new_page,0,1,0
2809,new_page,0,1,0
2810,new_page,1,1,0
2811,old_page,0,1,1
2812,new_page,1,1,0
2813,new_page,0,1,0
2814,new_page,1,1,0
2815,old_page,0,1,1
2816,old_page,0,1,1
2817,old_page,0,1,1
2818,old_page,0,1,1
2819,new_page,0,1,0
2820,old_page,0,1,1
2821,new_page,1,1,0
2822,old_page,1,1,1
2823,new_page,1,1,0
2824,old_page,0,1,1
2825,old_page,0,1,1
2826,new_page,0,1,0
2827,old_page,0,1,1
2828,old_page,0,1,1
2829,new_page,0,1,0
2830,new_page,1,1,0
2831,new_page,0,1,0
2832,old_page,0,1,1
2833,new_page,0,1,0
2834,old_page,0,1,1
2835,new_page,0,1,0
2836,old_page,0,1,1
2837,old_page,0,1,1
2838,old_page,0,1,1
2839,old_page,0,1,1
2840,new_page,1,1,0
2841,old_page,0,1,1
2842,old_page,0,1,1
2843,new_page,0,1,0
2844,old_page,0,1,1
2845,old_page,1,1,1
2846,old_page,0,1,1
2847,new_page,0,1,0
2848,old_page,0,1,1
2849,old_page,1,1,1
2850,old_page,0,1,1
2851,old_page,0,1,1
2852,new_page,1,1,0
2853,old_page,0,1,1
2854,old_page,1,1,1
2855,old_page,0,1,1
2856,old_page,0,1,1
2857,old_page,0,1,1
2858,old_page,0,1,1
2859,new_page,0,1,0
2860,old_page,1,1,1
2861,old_page,0,1,1
2862,old_page,1,1,1
2863,old_page,0,1,1
2864,old_page,0,1,1
2865,new_page,0,1,0
2866,new_page,0,1,0
2867,old_page,0,1,1
2868,new_page,0,1,0
2869,new_page,1,1,0
2870,new_page,0,1,0
2871,old_page,0,1,1
2872,old_page,1,1,1
2873,old_page,0,1,1
2874,new_page,0,1,0
2875,new_page,0,1,0
2876,old_page,0,1,1
2877,old_page,0,1,1
2878,old_page,0,1,1
2879,old_page,1,1,1
2880,new_page,0,1,0
2881,new_page,0,1,0
2882,old_page,0,1,1
2883,new_page,0,1,0
2884,old_page,0,1,1
2885,old_page,1,1,1
2886,old_page,0,1,1
2887,new_page,0,1,0
2888,new_page,1,1,0
2889,new_page,0,1,0
2890,old_page,0,1,1
2891,old_page,0,1,1
2892,old_page,1,1,1
2893,old_page,0,1,1
2894,new_page,1,1,0
2895,new_page,0,1,0
2896,new_page,1,1,0
2897,old_page,0,1,1
2898,new_page,0,1,0
2899,new_page,0,1,0
2900,old_page,0,1,1
2901,old_page,0,1,1
2902,new_page,0,1,0
2903,new_page,0,1,0
2904,new_page,0,1,0
2905,new_page,0,1,0
2906,old_page,0,1,1
2907,old_page,0,1,1
2908,old_page,0,1,1
2909,new_page,0,1,0
2910,old_page,1,1,1
2911,new_page,1,1,0
2912,new_page,0,1,0
2913,old_page,0,1,1
2914,old_page,0,1,1
2915,new_page,0,1,0
2916,old_page,0,1,1
2917,new_page,0,1,0
2918,old_page,0,1,1
2919,old_page,0,1,1
2920,old_page,0,1,1
2921,old_page,0,1,1
2922,old_page,0,1,1
2923,new_page,1,1,0
2924,new_page,0,1,0
2925,new_page,0,1,0
2926,new_page,1,1,0
2927,new_page,0,1,0
2928,new_page,0,1,0
2929,new_page,0,1,0
2930,old_page,1,1,1
2931,new_page,0,1,0
2932,old_page,0,1,1
2933,new_page,0,1,0
2934,old_page,0,1,1
2935,old_page,0,1,1
2936,new_page,1,1,0
2937,new_page,0,1,0
2938,old_page,1,1,1
2939,old_page,1,1,1
2940,old_page,0,1,1
2941,new_page,1,1,0
2942,new_page,1,1,0
2943,old_page,0,1,1
2944,old_page,1,1,1
2945,old_page,1,1,1
2946,old_page,0,1,1
2947,new_page,0,1,0
2948,new_page,0,1,0
2949,old_page,1,1,1
2950,new_page,1,1,0
2951,new_page,1,1,0
2952,new_page,0,1,0
2953,new_page,0,1,0
2954,old_page,0,1,1
2955,new_page,0,1,0
2956,new_page,0,1,0
2957,new_page,1,1,0
2958,old_page,0,1,1
2959,old_page,0,1,1
2960,new_page,0,1,0
2961,new_page,0,1,0
2962,old_page,1,1,1
2963,old_page,0,1,1
2964,new_page,1,1,0
2965,old_page,1,1,1
2966,new_page,0,1,0
2967,new_page,1,1,0
2968,new_page,1,1,0
2969,new_page,1,1,0
2970,new_page,1,1,0
2971,old_page,0,1,1
2972,new_page,1,1,0
2973,new_page,0,1,0
2974,old_page,1,1,1
2975,old_page,0,1,1
2976,old_page,1,1,1
2977,old_page,0,1,1
2978,old_page,1,1,1
2979,new_page,1,1,0
2980,new_page,0,1,0
2981,new_page,0,1,0
2982,old_page,1,1,1
2983,new_page,1,1,0
2984,old_page,0,1,1
2985,new_page,0,1,0
2986,new_page,1,1,0
2987,old_page,0,1,1
2988,new_page,0,1,0
2989,old_page,1,1,1
2990,new_page,0,1,0
2991,new_page,0,1,0
2992,old_page,0,1,1
2993,old_page,0,1,1
2994,new_page,0,1,0
2995,new_page,0,1,0
2996,new_page,1,1,0
2997,old_page,0,1,1
2998,new_page,0,1,0
2999,new_page,1,1,0
3000,old_page,1,1,1
3001,old_page,1,1,1
3002,new_page,0,1,0
3003,new_page,0,1,0
3004,new_page,0,1,0
3005,new_page,0,1,0
3006,new_page,0,1,0
3007,old_page,0,1,1
3008,old_page,0,1,1
3009,new_page,1,1,0
3010,new_page,0,1,0
3011,old_page,0,1,1
3012,old_page,0,1,1
3013,new_page,0,1,0
3014,old_page,0,1,1
3015,new_page,0,1,0
3016,new_page,0,1,0
3017,new_page,1,1,0
3018,new_page,0,1,0
3019,old_page,0,1,1
3020,old_page,0,1,1
3021,old_page,0,1,1
3022,old_page,0,1,1
3023,new_page,0,1,0
3024,old_page,0,1,1
3025,new_page,1,1,0
3026,new_page,0,1,0
3027,new_page,0,1,0
3028,old_page,0,1,1
3029,new_page,0,1,0
3030,new_page,0,1,0
3031,new_page,1,1,0
3032,new_page,1,1,0
3033,old_page,0,1,1
3034,old_page,0,1,1
3035,new_page,0,1,0
3036,new_page,1,1,0
3037,old_page,1,1,1
3038,new_page,0,1,0
3039,old_page,0,1,1
3040,old_page,1,1,1
3041,new_page,1,1,0
3042,old_page,0,1,1
3043,new_page,1,1,0
3044,old_page,1,1,1
3045,old_page,0,1,1
3046,old_page,0,1,1
3047,old_page,0,1,1
3048,new_page,0,1,0
3049,old_page,0,1,1
3050,old_page,0,1,1
3051,new_page,0,1,0
3052,new_page,0,1,0
3053,old_page,0,1,1
3054,new_page,0,1,0
3055,old_page,0,1,1
3056,new_page,1,1,0
3057,old_page,1,1,1
3058,new_page,1,1,0
3059,new_page,0,1,0
3060,old_page,0,1,1
3061,old_page,0,1,1
3062,new_page,0,1,0
3063,old_page,1,1,1
3064,old_page,1,1,1
3065,old_page,1,1,1
3066,old_page,0,1,1
3067,new_page,1,1,0
3068,new_page,0,1,0
3069,new_page,1,1,0
3070,old_page,0,1,1
3071,new_page,1,1,0
3072,new_page,0,1,0
3073,new_page,0,1,0
3074,new_page,1,1,0
3075,new_page,0,1,0
3076,old_page,0,1,1
3077,old_page,0,1,1
3078,old_page,0,1,1
3079,old_page,0,1,1
3080,new_page,0,1,0
3081,new_page,0,1,0
3082,old_page,1,1,1
3083,new_page,0,1,0
3084,new_page,1,1,0
3085,new_page,0,1,0
3086,new_page,0,1,0
3087,new_page,1,1,0
3088,new_page,1,1,0
3089,new_page,0,1,0
3090,new_page,0,1,0
3091,old_page,1,1,1
3092,new_page,0,1,0
3093,old_page,0,1,1
3094,new_page,0,1,0
3095,old_page,0,1,1
3096,new_page,0,1,0
3097,old_page,0,1,1
3098,old_page,0,1,1
3099,old_page,0,1,1
3100,new_page,0,1,0
3101,old_page,1,1,1
3102,old_page,0,1,1
3103,old_page,1,1,1
3104,old_page,0,1,1
3105,old_page,1,1,1
3106,new_page,0,1,0
3107,new_page,0,1,0
3108,new_page,1,1,0
3109,new_page,1,1,0
3110,new_page,0,1,0
3111,new_page,1,1,0
3112,new_page,0,1,0
3113,old_page,0,1,1
3114,new_page,1,1,0
3115,new_page,0,1,0
3116,new_page,1,1,0
3117,new_page,1,1,0
3118,new_page,0,1,0
3119,old_page,1,1,1
3120,old_page,0,1,1
3121,new_page,0,1,0
3122,old_page,0,1,1
3123,new_page,1,1,0
3124,old_page,0,1,1
3125,old_page,0,1,1
3126,new_page,0,1,0
3127,old_page,0,1,1
3128,new_page,0,1,0
3129,old_page,1,1,1
3130,old_page,1,1,1
3131,new_page,0,1,0
3132,new_page,0,1,0
3133,old_page,0,1,1
3134,old_page,0,1,1
3135,new_page,1,1,0
3136,old_page,1,1,1
3137,old_page,0,1,1
3138,new_page,1,1,0
3139,old_page,0,1,1
3140,new_page,1,1,0
3141,old_page,1,1,1
3142,old_page,0,1,1
3143,old_page,1,1,1
3144,old_page,1,1,1
3145,new_page,0,1,0
3146,new_page,1,1,0
3147,new_page,0,1,0
3148,old_page,0,1,1
3149,new_page,0,1,0
3150,old_page,0,1,1
3151,old_page,1,1,1
3152,new_page,1,1,0
3153,new_page,1,1,0
3154,new_page,0,1,0
3155,new_page,1,1,0
3156,old_page,0,1,1
3157,new_page,0,1,0
3158,new_page,0,1,0
3159,new_page,0,1,0
3160,new_page,0,1,0
3161,new_page,0,1,0
3162,new_page,0,1,0
3163,old_page,0,1,1
3164,old_page,0,1,1
3165,new_page,0,1,0
3166,new_page,0,1,0
3167,old_page,0,1,1
3168,new_page,0,1,0
3169,old_page,0,1,1
3170,new_page,1,1,0
3171,old_page,1,1,1
3172,old_page,0,1,1
3173,old_page,0,1,1
3174,old_page,1,1,1
3175,old_page,0,1,1
3176,new_page,1,1,0
3177,new_page,0,1,0
3178,old_page,0,1,1
3179,new_page,1,1,0
3180,old_page,1,1,1
3181,old_page,1,1,1
3182,old_page,0,1,1
3183,new_page,0,1,0
3184,old_page,0,1,1
3185,old_page,0,1,1
3186,new_page,0,1,0
3187,old_page,0,1,1
3188,new_page,0,1,0
3189,new_page,0,1,0
3190,new_page,0,1,0
3191,old_page,1,1,1
3192,old_page,1,1,1
3193,old_page,0,1,1
3194,old_page,1,1,1
3195,old_page,0,1,1
3196,new_page,0,1,0
3197,new_page,0,1,0
3198,old_page,0,1,1
3199,new_page,0,1,0
3200,old_page,0,1,1
3201,old_page,0,1,1
3202,new_page,0,1,0
3203,old_page,0,1,1
3204,old_page,1,1,1
3205,old_page,1,1,1
3206,new_page,0,1,0
3207,new_page,1,1,0
3208,new_page,0,1,0
3209,new_page,0,1,0
3210,old_page,1,1,1
3211,old_page,1,1,1
3212,new_page,0,1,0
3213,old_page,1,1,1
3214,new_page,0,1,0
3215,new_page,0,1,0
3216,new_page,0,1,0
3217,old_page,0,1,1
3218,old_page,0,1,1
3219,new_page,0,1,0
3220,old_page,0,1,1
3221,new_page,0,1,0
3222,old_page,0,1,1
3223,new_page,0,1,0
3224,old_page,0,1,1
3225,new_page,0,1,0
3226,old_page,0,1,1
3227,new_page,0,1,0
3228,old_page,0,1,1
3229,old_page,0,1,1
3230,new_page,0,1,0
3231,old_page,0,1,1
3232,old_page,0,1,1
3233,new_page,1,1,0
3234,old_page,1,1,1
3235,old_page,0,1,1
3236,new_page,1,1,0
3237,new_page,0,1,0
3238,old_page,0,1,1
3239,old_page,0,1,1
3240,old_page,0,1,1
3241,old_page,1,1,1
3242,old_page,0,1,1
3243,new_page,0,1,0
3244,new_page,0,1,0
3245,new_page,0,1,0
3246,old_page,1,1,1
3247,new_page,0,1,0
3248,new_page,0,1,0
3249,old_page,0,1,1
3250,old_page,1,1,1
3251,old_page,0,1,1
3252,new_page,0,1,0
3253,new_page,0,1,0
3254,new_page,0,1,0
3255,old_page,1,1,1
3256,new_page,0,1,0
3257,old_page,0,1,1
3258,old_page,0,1,1
3259,old_page,0,1,1
3260,old_page,0,1,1
3261,new_page,0,1,0
3262,old_page,0,1,1
3263,old_page,0,1,1
3264,new_page,0,1,0
3265,new_page,0,1,0
3266,new_page,0,1,0
3267,new_page,1,1,0
3268,new_page,1,1,0
3269,new_page,1,1,0
3270,new_page,1,1,0
3271,old_page,0,1,1
3272,old_page,0,1,1
3273,old_page,0,1,1
3274,old_page,0,1,1
3275,new_page,0,1,0
3276,new_page,0,1,0
3277,new_page,0,1,0
3278,old_page,0,1,1
3279,new_page,0,1,0
3280,old_page,1,1,1
3281,old_page,1,1,1
3282,new_page,0,1,0
3283,new_page,0,1,0
3284,old_page,0,1,1
3285,new_page,0,1,0
3286,old_page,1,1,1
3287,new_page,0,1,0
3288,old_page,0,1,1
3289,old_page,0,1,1
3290,old_page,0,1,1
3291,old_page,1,1,1
3292,old_page,0,1,1
3293,new_page,0,1,0
3294,old_page,0,1,1
3295,old_page,0,1,1
3296,new_page,0,1,0
3297,old_page,0,1,1
3298,new_page,1,1,0
3299,new_page,0,1,0
3300,new_page,0,1,0
3301,new_page,1,1,0
3302,old_page,0,1,1
3303,new_page,0,1,0
3304,old_page,1,1,1
3305,old_page,0,1,1
3306,old_page,0,1,1
3307,old_page,1,1,1
3308,new_page,1,1,0
3309,new_page,0,1,0
3310,new_page,1,1,0
3311,new_page,1,1,0
3312,old_page,1,1,1
3313,old_page,0,1,1
3314,old_page,0,1,1
3315,new_page,0,1,0
3316,old_page,0,1,1
3317,new_page,1,1,0
3318,old_page,0,1,1
3319,old_page,0,1,1
3320,old_page,0,1,1
3321,new_page,0,1,0
3322,old_page,0,1,1
3323,new_page,0,1,0
3324,new_page,0,1,0
3325,old_page,0,1,1
3326,old_page,0,1,1
3327,new_page,0,1,0
3328,new_page,0,1,0
3329,old_page,0,1,1
3330,new_page,1,1,0
3331,old_page,0,1,1
3332,new_page,0,1,0
3333,new_page,0,1,0
3334,new_page,0,1,0
3335,old_page,0,1,1
3336,old_page,0,1,1
3337,new_page,0,1,0
3338,new_page,0,1,0
3339,old_page,0,1,1
3340,new_page,0,1,0
3341,old_page,0,1,1
3342,new_page,0,1,0
3343,old_page,0,1,1
3344,old_page,0,1,1
3345,old_page,0,1,1
3346,old_page,0,1,1
3347,old_page,1,1,1
3348,new_page,0,1,0
3349,old_page,0,1,1
3350,old_page,1,1,1
3351,new_page,0,1,0
3352,new_page,0,1,0
3353,new_page,1,1,0
3354,old_page,1,1,1
3355,new_page,0,1,0
3356,old_page,0,1,1
3357,new_page,0,1,0
3358,old_page,0,1,1
3359,new_page,1,1,0
3360,old_page,0,1,1
3361,new_page,0,1,0
3362,old_page,1,1,1
3363,new_page,1,1,0
3364,old_page,0,1,1
3365,old_page,0,1,1
3366,old_page,0,1,1
3367,old_page,0,1,1
3368,new_page,0,1,0
3369,old_page,1,1,1
3370,new_page,0,1,0
3371,new_page,0,1,0
3372,old_page,0,1,1
3373,old_page,1,1,1
3374,new_page,0,1,0
3375,new_page,0,1,0
3376,old_page,0,1,1
3377,old_page,0,1,1
3378,new_page,1,1,0
3379,new_page,0,1,0
3380,new_page,0,1,0
3381,old_page,1,1,1
3382,new_page,1,1,0
3383,new_page,0,1,0
3384,old_page,0,1,1
3385,new_page,0,1,0
3386,old_page,0,1,1
3387,new_page,0,1,0
3388,old_page,0,1,1
3389,old_page,1,1,1
3390,new_page,1,1,0
3391,old_page,1,1,1
3392,new_page,0,1,0
3393,new_page,0,1,0
3394,old_page,0,1,1
3395,new_page,1,1,0
3396,new_page,0,1,0
3397,old_page,0,1,1
3398,old_page,0,1,1
3399,new_page,0,1,0
3400,new_page,0,1,0
3401,old_page,0,1,1
3402,new_page,1,1,0
3403,old_page,1,1,1
3404,old_page,0,1,1
3405,new_page,0,1,0
3406,old_page,1,1,1
3407,old_page,0,1,1
3408,new_page,1,1,0
3409,old_page,0,1,1
3410,new_page,0,1,0
3411,old_page,1,1,1
3412,new_page,1,1,0
3413,new_page,0,1,0
3414,new_page,0,1,0
3415,new_page,1,1,0
3416,old_page,1,1,1
3417,new_page,0,1,0
3418,old_page,1,1,1
3419,new_page,0,1,0
3420,new_page,1,1,0
3421,old_page,1,1,1
3422,old_page,0,1,1
3423,old_page,1,1,1
3424,old_page,1,1,1
3425,new_page,0,1,0
3426,new_page,0,1,0
3427,old_page,0,1,1
3428,new_page,0,1,0
3429,new_page,0,1,0
3430,old_page,1,1,1
3431,old_page,0,1,1
3432,new_page,1,1,0
3433,old_page,0,1,1
3434,new_page,1,1,0
3435,new_page,0,1,0
3436,new_page,0,1,0
3437,new_page,1,1,0
3438,new_page,0,1,0
3439,old_page,0,1,1
3440,old_page,1,1,1
3441,new_page,1,1,0
3442,old_page,0,1,1
3443,new_page,0,1,0
3444,old_page,0,1,1
3445,new_page,0,1,0
3446,old_page,0,1,1
3447,old_page,1,1,1
3448,new_page,0,1,0
3449,new_page,0,1,0
3450,old_page,0,1,1
3451,new_page,0,1,0
3452,old_page,1,1,1
3453,old_page,1,1,1
3454,old_page,0,1,1
3455,new_page,0,1,0
3456,old_page,0,1,1
3457,new_page,0,1,0
3458,new_page,0,1,0
3459,new_page,0,1,0
3460,old_page,0,1,1
3461,old_page,0,1,1
3462,new_page,0,1,0
3463,new_page,0,1,0
3464,old_page,0,1,1
3465,old_page,0,1,1
3466,old_page,0,1,1
3467,old_page,1,1,1
3468,old_page,1,1,1
3469,new_page,0,1,0
3470,old_page,0,1,1
